date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2020-03-27 17:43:32,BarackObama,,8507,51112,295089,"During this crisis, our grocery store clerks, delivery drivers, transit and utility workers—along with so many others—have been selflessly getting up every day to make sure we have the things we need. And for that, we say thank you.",,,,1243594515677622274,https://twitter.com/BarackObama/status/1243594515677622274
2020-03-26 00:00:34,BarackObama,,1519,10014,44942,"And this article provides a great example of the kind of community spirit that we need to get through this—a spirit that we can hopefully learn to instill more of into our lives, workplaces, civic institutions, and government once the crisis has passed.",,,,1242964623504158720,https://twitter.com/BarackObama/status/1242964623504158720
2020-03-26 00:00:33,BarackObama,,9289,66103,220673,"Here’s a useful overview of the likely scenarios that the world will be facing in the coming months while managing this pandemic. So much depends on our ability to make good decisions going forward along with our ability to remain resilient.",,,,1242964620870070272,https://twitter.com/BarackObama/status/1242964620870070272
2020-03-25 14:11:51,BarackObama,,4234,35109,150799,"These are the burdens our medical heroes already face in NYC. It's only going to get harder across the country. Another reason to maintain social distancing policies at least until we have comprehensive testing in place. Not just for our sake—for theirs.",,,,1242816471572545536,https://twitter.com/BarackObama/status/1242816471572545536
2020-03-24 16:50:08,BarackObama,Craig_A_Spencer,3861,44329,227574,"Our medical professionals are heroes putting their lives on the line to keep our country going. Here's a look at how an ER doctor who already fought on the front lines of one crisis makes it through a day in this one. A good reminder for us to help them out by staying home.",,,,1242493913337913345,https://twitter.com/BarackObama/status/1242493913337913345
2020-03-23 15:43:41,BarackObama,,5246,38573,132585,"Here’s a useful summary of the current best thinking among public health experts on how we need to approach the fight against COVID-19 in the coming weeks.",,,,1242114805588267008,https://twitter.com/BarackObama/status/1242114805588267008
2020-03-23 14:41:49,BarackObama,,19559,61715,357890,"Ten years ago today, I signed the Affordable Care Act into law. It protected preexisting conditions, cut the uninsured rate in half, and lots more. But it's still under political attack right when we need care the most. We have to protect it, build on it, until we cover everyone.",,,,1242099236231053314,https://twitter.com/BarackObama/status/1242099236231053314
2020-03-21 13:24:06,BarackObama,,2086,15040,98112,"Sometimes it takes the wisdom and resilience of those who have been marginalized for all of us to remember the importance of community and mutual aid.",,,,1241354902875619329,https://twitter.com/BarackObama/status/1241354902875619329
2020-03-21 13:24:06,BarackObama,,372,5709,44134,"And @cripchick, a disabled activist, understands what it’s like for people with particular vulnerabilities to come together for support: https://www.kqed.org/news/11806414/coronavirus-how-these-disabled-activists-are-taking-matters-into-their-own-sanitized-hands",,@cripchick,,1241354900677832709,https://twitter.com/BarackObama/status/1241354900677832709
2020-03-21 13:24:05,BarackObama,,940,5371,31475,".@sullydish witnessed the impact of HIV-AIDS on the LGBT community in the early stages of that devastating disease:",,@sullydish,,1241354898299633664,https://twitter.com/BarackObama/status/1241354898299633664
2020-03-21 13:24:05,BarackObama,,6679,36895,232604,"Here are a few stories that have less to do with the very real medical or economic aspects of this crisis, and more with how we take care of each other as a human family during all crises:",,,,1241354895829106688,https://twitter.com/BarackObama/status/1241354895829106688
2020-03-19 15:25:09,BarackObama,,708,4136,22911,"The best part of my job was meeting people like this—ready to make a selfless act in a time of need. Many Americans are already making deep sacrifices to keep our communities healthy, but if you’re able to, consider helping those hit the hardest.",,,,1240660590600892417,https://twitter.com/BarackObama/status/1240660590600892417
2020-03-19 15:25:09,BarackObama,,542,6434,42974,".@rgay and @SheaSerrano are using their feeds to directly support people in need—and helping shift our ideas about how to approach giving.",,@rgay @SheaSerrano,,1240660587677450244,https://twitter.com/BarackObama/status/1240660587677450244
2020-03-19 15:25:08,BarackObama,,98,1675,11179,"In my old neighborhood, the @BSAllianceChi established a crisis pantry to provide food and essential items for particularly vulnerable queer and trans residents on the South and West sides of Chicago. https://blockclubchicago.org/2020/03/17/brave-space-alliance-opens-crisis-pantry-for-south-side-lgbtqia-residents/",,@BSAllianceChi,,1240660584800161793,https://twitter.com/BarackObama/status/1240660584800161793
2020-03-19 15:25:07,BarackObama,,103,1451,7496,".@ObamaFoundation Fellow @alexsmith1982 is helping seniors fight loneliness in the UK through a mix of new and old technology: online chats through Zoom and Skype, and postcards and poems shared by younger neighbors.",,@ObamaFoundation @alexsmith1982,,1240660582090657799,https://twitter.com/BarackObama/status/1240660582090657799
2020-03-19 15:25:07,BarackObama,,2119,14994,79114,"Some great stories of big-hearted people coming up with new ways to come together—even while remaining apart—to help the vulnerable who face some very tough times ahead.",,,,1240660579200700419,https://twitter.com/BarackObama/status/1240660579200700419
2020-03-18 14:57:45,BarackObama,,1280,7903,52379,"In the meantime, remember to check up by phone on elderly or vulnerable friends and neighbors who may need our help.",,,,1240291304573227009,https://twitter.com/BarackObama/status/1240291304573227009
2020-03-18 14:57:44,BarackObama,,3153,26377,110603,"As communities have begun to recognize the importance of social distancing measures to “flatten the curve” on COVID-19 transmission, here’s a sober but useful primer on what we should expect in the coming months:",,,,1240291302811500549,https://twitter.com/BarackObama/status/1240291302811500549
2020-03-17 16:49:38,BarackObama,RachelPatzerPhD,8399,92984,524453,"We owe a profound debt of gratitude to all our health professionals and everybody who’ll be on the front lines of this pandemic for a long while. They’re giving everything. May we all model our own behavior on their selflessness and sacrifice as we help each other through this.",,,,1239957076211834881,https://twitter.com/BarackObama/status/1239957076211834881
2020-03-15 19:09:21,BarackObama,,3776,39793,202529,"Not everybody can stay home, and we owe a big debt of gratitude to health professionals, transit and airport workers, first responders, and everyone keeping our communities going. Leaders have to step up to support people whose lives and livelihoods take a hit in the weeks ahead.",,,,1239267459028353024,https://twitter.com/BarackObama/status/1239267459028353024
